epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,13613.5,0.18504,0.71073,0.86706,0.6699,0.80276,0.76565,0.76126,0.15987,0.59658,0.78862,0.0009035,0.0009035,0.0009035
16,14112.1,0.1733,0.69907,0.86419,0.66365,0.84902,0.79021,0.7883,0.14375,0.50945,0.78535,0.00087875,0.00087875,0.00087875
17,14609.3,0.17049,0.69675,0.86206,0.5657,0.75107,0.70613,0.70328,0.14389,0.67249,0.78699,0.000854,0.000854,0.000854
18,15103.8,0.16972,0.68164,0.86292,0.76541,0.75985,0.75922,0.75816,0.12362,0.50379,0.77444,0.00082925,0.00082925,0.00082925
19,15585.9,0.16854,0.69043,0.86429,0.66377,0.77991,0.74068,0.73827,0.1336,0.57814,0.78142,0.0008045,0.0008045,0.0008045
20,16067.7,0.16849,0.66917,0.86079,0.6948,0.82958,0.7854,0.78396,0.12926,0.45901,0.77748,0.00077975,0.00077975,0.00077975
21,16548.8,0.16489,0.66969,0.86178,0.72465,0.80128,0.80595,0.80114,0.12865,0.50719,0.78146,0.000755,0.000755,0.000755
22,17032.4,0.1617,0.69198,0.86073,0.68713,0.78639,0.76901,0.767,0.129,0.49168,0.78014,0.00073025,0.00073025,0.00073025
23,17517.4,0.16073,0.66534,0.86169,0.63906,0.75802,0.71602,0.71306,0.14013,0.57147,0.78793,0.0007055,0.0007055,0.0007055
24,18001.9,0.15731,0.65587,0.86058,0.74822,0.74466,0.77232,0.77148,0.11958,0.49541,0.77795,0.00068075,0.00068075,0.00068075
25,18484.6,0.15669,0.63678,0.86274,0.71188,0.80498,0.77531,0.77351,0.12567,0.46838,0.77557,0.000656,0.000656,0.000656
26,18968.1,0.15247,0.63574,0.85463,0.73025,0.75597,0.76511,0.76445,0.11266,0.48212,0.76993,0.00063125,0.00063125,0.00063125
27,19450.9,0.14757,0.64822,0.8538,0.73112,0.77644,0.7789,0.77698,0.11383,0.47044,0.77157,0.0006065,0.0006065,0.0006065
28,19935.2,0.14462,0.61801,0.85413,0.73338,0.80763,0.78068,0.77948,0.11935,0.46831,0.77475,0.00058175,0.00058175,0.00058175
29,20406.2,0.14348,0.6368,0.85706,0.66194,0.83142,0.76523,0.76442,0.11459,0.46139,0.77042,0.000557,0.000557,0.000557
30,20833.4,0.14323,0.64299,0.8575,0.67767,0.87371,0.79793,0.7958,0.11459,0.47611,0.7714,0.00053225,0.00053225,0.00053225
31,21325.1,0.13848,0.6286,0.85341,0.68467,0.79004,0.77292,0.77171,0.10073,0.47516,0.76726,0.0005075,0.0005075,0.0005075
32,21814.8,0.1357,0.61387,0.85561,0.74515,0.78853,0.7899,0.78894,0.10176,0.43992,0.76726,0.00048275,0.00048275,0.00048275
33,22306.8,0.13385,0.61753,0.85037,0.7664,0.78865,0.81341,0.81285,0.09684,0.44973,0.76682,0.000458,0.000458,0.000458
34,22798.7,0.13288,0.60555,0.85613,0.74126,0.7886,0.80801,0.80674,0.10679,0.42318,0.76938,0.00043325,0.00043325,0.00043325
35,23287.2,0.13092,0.58457,0.85509,0.70485,0.83219,0.80449,0.8034,0.10062,0.43504,0.77013,0.0004085,0.0004085,0.0004085
36,23803.8,0.1287,0.58286,0.85814,0.73128,0.82454,0.79015,0.7886,0.09649,0.43367,0.76532,0.00038375,0.00038375,0.00038375
37,24317.6,0.12459,0.56559,0.85583,0.71916,0.82341,0.80919,0.80817,0.10243,0.42178,0.76839,0.000359,0.000359,0.000359
38,24854.6,0.12147,0.5826,0.85683,0.75401,0.7818,0.78855,0.7876,0.10384,0.44965,0.76982,0.00033425,0.00033425,0.00033425
39,25359.4,0.11941,0.5669,0.85239,0.76296,0.76678,0.79968,0.79932,0.09905,0.40764,0.76748,0.0003095,0.0003095,0.0003095
40,25878.1,0.12101,0.56996,0.85501,0.75619,0.79383,0.80045,0.79932,0.10059,0.41063,0.77161,0.00028475,0.00028475,0.00028475
41,26401.1,0.09829,0.48466,0.79965,0.69423,0.82498,0.7913,0.78997,0.10543,0.4517,0.7737,0.00026,0.00026,0.00026
42,26904.2,0.1025,0.47759,0.79391,0.72487,0.81962,0.79608,0.79498,0.09789,0.4146,0.76427,0.00023525,0.00023525,0.00023525
43,27459.4,0.09458,0.46067,0.79901,0.72552,0.79775,0.80133,0.79961,0.09128,0.41228,0.76597,0.0002105,0.0002105,0.0002105
44,28042.1,0.09103,0.4421,0.78845,0.77678,0.77701,0.80385,0.80231,0.08793,0.41158,0.76683,0.00018575,0.00018575,0.00018575
45,28616.7,0.08741,0.43596,0.79011,0.77287,0.81696,0.81274,0.81115,0.08533,0.41411,0.76348,0.000161,0.000161,0.000161
46,29183.6,0.08503,0.43578,0.79199,0.79454,0.75012,0.79299,0.79204,0.08146,0.40413,0.76474,0.00013625,0.00013625,0.00013625
47,29784.3,0.08008,0.42108,0.78538,0.72226,0.84227,0.80499,0.80437,0.07489,0.4039,0.76301,0.0001115,0.0001115,0.0001115
48,30393.7,0.07571,0.41415,0.79006,0.74904,0.84032,0.80847,0.80691,0.07403,0.40016,0.7631,8.675e-05,8.675e-05,8.675e-05
49,31008.6,0.07243,0.38922,0.78663,0.75216,0.81167,0.80693,0.80562,0.07252,0.39949,0.76232,6.2e-05,6.2e-05,6.2e-05
50,31594.6,0.07084,0.39736,0.79246,0.76162,0.79242,0.80713,0.80563,0.07233,0.40175,0.76174,3.725e-05,3.725e-05,3.725e-05
